religion,politics,college_educated,parents,homeowner,gender,age,income,area,true_conversion,predicted_conversion
Christianity,Moderate,0,1,0,M,55-64,>100K,Urban,0,1
Other,Moderate,0,1,1,M,55-64,<100K,Rural,0,0
Christianity,Environmentalism,1,1,1,M,55-64,<100K,Urban,0,0
Christianity,Environmentalism,1,0,1,M,55-64,<100K,Rural,0,0
Other,Environmentalism,1,0,0,F,55-64,>100K,Urban,0,0
Other,Environmentalism,1,1,1,F,55-64,>100K,Rural,0,0
Christianity,Moderate,0,0,0,F,55-64,>100K,Urban,0,0
Christianity,Environmentalism,1,1,0,F,55-64,<100K,Urban,1,0
Christianity,Communism,1,1,1,F,55-64,>100K,Rural,0,0
Christianity,Environmentalism,1,1,1,M,55-64,<100K,Urban,0,0
Other,Communism,0,1,1,F,55-64,>100K,Urban,0,0
Other,Conservative,1,1,1,F,25-34,<100K,Rural,0,0
Other,Moderate,1,1,0,F,55-64,<100K,Rural,0,0
Christianity,Communism,1,0,1,F,55-64,<100K,Urban,0,0
Other,Environmentalism,1,1,1,M,18-24,>100K,Urban,0,0
Christianity,Environmentalism,1,1,1,F,25-34,>100K,Rural,0,0
Other,Environmentalism,1,0,1,M,25-34,<100K,Urban,0,0
Other,Communism,0,0,1,M,55-64,>100K,Rural,0,0
Other,Environmentalism,0,1,1,M,55-64,<100K,Urban,0,0
Other,Environmentalism,1,1,1,F,18-24,<100K,Urban,0,0
Other,Environmentalism,1,1,1,F,55-64,>100K,Rural,0,0
Christianity,Environmentalism,1,1,1,M,55-64,>100K,Rural,0,0
Christianity,Moderate,1,1,1,M,25-34,>100K,Rural,0,0
Other,Environmentalism,1,1,0,M,55-64,<100K,Urban,0,0
Christianity,Moderate,1,1,0,F,25-34,<100K,Rural,0,0
Christianity,Environmentalism,0,1,1,M,25-34,>100K,Urban,0,0
Christianity,Environmentalism,1,0,0,F,55-64,<100K,Rural,0,0
Other,Conservative,0,1,1,M,18-24,>100K,Urban,0,0
Christianity,Moderate,1,1,1,F,45-54,>100K,Urban,0,0
Christianity,Environmentalism,1,0,0,M,25-34,>100K,Rural,0,0
Christianity,Conservative,0,1,0,F,55-64,<100K,Urban,0,1
Other,Moderate,1,1,1,F,55-64,>100K,Urban,0,0
Christianity,Moderate,1,1,1,F,25-34,<100K,Urban,0,0
Christianity,Conservative,0,0,1,M,55-64,>100K,Urban,0,0
Other,Environmentalism,1,1,1,M,25-34,<100K,Urban,0,0
Other,Moderate,1,1,0,F,55-64,<100K,Rural,0,1
Christianity,Environmentalism,0,0,1,F,55-64,<100K,Rural,0,0
Christianity,Environmentalism,0,1,0,M,55-64,>100K,Urban,0,0
Other,Moderate,0,1,0,F,25-34,<100K,Rural,0,0
Other,Moderate,1,1,1,F,55-64,<100K,Urban,0,0
Other,Communism,0,1,1,F,55-64,>100K,Urban,0,0
Christianity,Conservative,1,1,1,M,25-34,<100K,Urban,0,0
Christianity,Environmentalism,0,0,1,F,55-64,<100K,Urban,0,0
Christianity,Moderate,0,0,0,M,55-64,>100K,Urban,0,0
Christianity,Moderate,1,1,0,F,55-64,<100K,Rural,0,0
Other,Conservative,0,1,1,F,55-64,>100K,Rural,0,0
Christianity,Conservative,0,1,0,M,55-64,>100K,Urban,0,0
Other,Communism,1,0,0,M,55-64,>100K,Rural,0,0
Christianity,Moderate,1,1,0,F,55-64,<100K,Urban,0,0
Christianity,Moderate,1,1,0,F,55-64,<100K,Rural,0,0
Other,Moderate,1,1,0,F,55-64,>100K,Urban,0,1
Other,Conservative,1,1,1,M,45-54,>100K,Urban,0,0
Christianity,Environmentalism,1,1,0,M,55-64,<100K,Urban,0,0
Other,Conservatism,1,0,0,F,55-64,<100K,Rural,0,0
Christianity,Environmentalism,1,0,1,F,45-54,>100K,Rural,0,0
Other,Environmentalism,1,1,0,F,25-34,>100K,Urban,0,0
Christianity,Communism,0,1,1,M,18-24,>100K,Rural,0,0
Christianity,Moderate,1,0,1,F,55-64,>100K,Rural,0,0
Christianity,Communism,1,0,1,F,25-34,<100K,Rural,0,0
Other,Moderate,0,1,0,F,55-64,<100K,Urban,0,1
Christianity,Environmentalism,1,0,1,F,55-64,<100K,Urban,0,0
Christianity,Environmentalism,1,1,0,F,55-64,>100K,Rural,0,0
Christianity,Socialism,0,1,1,M,55-64,<100K,Rural,0,0
Christianity,Environmentalism,1,0,1,M,18-24,<100K,Urban,0,0
Other,Moderate,0,1,1,M,55-64,<100K,Urban,0,0
Other,Moderate,1,0,1,M,55-64,<100K,Urban,0,0
Christianity,Conservatism,1,1,1,M,55-64,>100K,Urban,1,1
Other,Communism,1,0,1,F,55-64,<100K,Rural,1,0
Christianity,Moderate,1,1,1,F,55-64,>100K,Rural,0,0
Other,Moderate,0,1,1,F,18-24,<100K,Urban,0,0
Other,Conservative,1,1,1,F,55-64,<100K,Urban,0,0
Other,Environmentalism,1,0,1,F,55-64,>100K,Rural,1,0
Other,Communism,0,1,1,F,55-64,<100K,Urban,0,0
Other,Conservative,1,1,1,M,55-64,<100K,Urban,0,0
Other,Environmentalism,0,1,1,M,55-64,>100K,Rural,0,0
Other,Conservatism,1,1,1,F,55-64,<100K,Urban,0,0
Other,Environmentalism,0,1,1,M,55-64,<100K,Urban,1,0
Christianity,Moderate,1,1,0,F,25-34,<100K,Rural,0,1
Other,Communism,1,0,0,M,25-34,<100K,Urban,0,0
Christianity,Liberal,0,1,1,F,25-34,>100K,Urban,0,0
Other,Moderate,1,0,1,F,55-64,>100K,Urban,0,0
Christianity,Environmentalism,0,1,1,F,45-54,>100K,Rural,0,0
Christianity,Moderate,1,1,1,M,25-34,>100K,Urban,0,0
Christianity,Environmentalism,0,0,1,M,55-64,>100K,Rural,0,0
Other,Environmentalism,1,1,1,F,55-64,<100K,Rural,0,0
Other,Moderate,1,1,1,F,55-64,<100K,Rural,0,0
Christianity,Moderate,1,1,1,M,55-64,>100K,Rural,0,0
Christianity,Environmentalism,1,0,0,F,55-64,>100K,Urban,0,0
Christianity,Moderate,0,1,1,F,55-64,<100K,Urban,0,0
Other,Environmentalism,1,1,0,F,25-34,>100K,Rural,0,0
Other,Communism,1,1,1,F,55-64,<100K,Urban,0,0
Other,Moderate,0,1,0,F,25-34,>100K,Urban,0,0
Other,Environmentalism,1,1,0,M,55-64,<100K,Urban,0,0
Christianity,Communism,0,1,1,F,55-64,<100K,Rural,0,0
Other,Environmentalism,1,1,1,M,45-54,<100K,Urban,0,0
Other,Moderate,1,1,0,M,55-64,<100K,Urban,0,0
Other,Communism,1,0,1,F,45-54,>100K,Urban,0,0
Other,Environmentalism,1,1,0,M,45-54,<100K,Rural,0,0
Other,Moderate,1,1,0,M,55-64,>100K,Urban,0,0
Other,Environmentalism,1,0,1,F,45-54,>100K,Urban,0,0
Christianity,Environmentalism,1,1,0,F,25-34,>100K,Rural,0,0
Christianity,Communism,1,1,0,F,45-54,<100K,Urban,0,1
Christianity,Environmentalism,1,1,0,M,55-64,>100K,Rural,0,0
Other,Communism,0,1,1,M,55-64,<100K,Urban,0,0
Christianity,Environmentalism,1,1,0,F,55-64,>100K,Urban,0,0
Christianity,Environmentalism,1,1,0,M,55-64,>100K,Urban,0,0
Christianity,Moderate,1,1,0,M,55-64,<100K,Urban,0,0
Christianity,Moderate,0,1,0,F,55-64,<100K,Rural,0,0
Other,Environmentalism,1,0,1,M,25-34,>100K,Urban,0,0
Other,Moderate,1,1,0,F,55-64,<100K,Rural,0,0
Christianity,Environmentalism,1,1,1,M,55-64,>100K,Rural,1,0
Other,Conservative,0,1,1,M,55-64,<100K,Urban,0,0
Christianity,Communism,1,0,0,F,55-64,>100K,Rural,1,0
Other,Environmentalism,1,0,1,F,55-64,<100K,Urban,0,0
Christianity,Liberalism,1,1,0,M,25-34,>100K,Urban,0,0
Christianity,Moderate,1,1,1,M,25-34,>100K,Urban,0,0
Other,Liberalism,0,1,0,F,55-64,>100K,Urban,0,0
Christianity,Moderate,0,1,1,F,25-34,>100K,Urban,0,0
Other,Conservative,1,0,1,F,55-64,>100K,Urban,0,0
Christianity,Environmentalism,1,1,0,F,55-64,>100K,Rural,0,0
Christianity,Moderate,1,0,1,F,25-34,<100K,Urban,0,0
Other,Communism,1,1,1,F,55-64,>100K,Rural,1,0
Christianity,Moderate,1,1,1,M,25-34,>100K,Urban,0,0
Christianity,Moderate,0,1,1,M,45-54,<100K,Urban,0,0
Other,Liberalism,1,1,1,F,55-64,>100K,Rural,0,0
Other,Moderate,1,1,0,F,45-54,>100K,Rural,0,0
Christianity,Environmentalism,1,1,1,F,45-54,<100K,Rural,0,0
Christianity,Environmentalism,1,1,0,M,55-64,<100K,Rural,0,0
Other,Environmentalism,1,0,0,F,55-64,>100K,Urban,0,0
Other,Environmentalism,1,1,0,M,55-64,<100K,Urban,0,0
Other,Environmentalism,1,1,1,F,55-64,<100K,Urban,0,0
Other,Moderate,0,1,1,F,55-64,>100K,Rural,0,0
Christianity,Environmentalism,1,1,1,F,55-64,>100K,Urban,1,0
Christianity,Moderate,1,1,1,F,55-64,<100K,Urban,1,0
Christianity,Environmentalism,0,0,1,F,55-64,>100K,Urban,0,0
Christianity,Moderate,1,1,1,F,55-64,>100K,Rural,0,0
Christianity,Moderate,1,0,1,M,55-64,<100K,Urban,0,0
Christianity,Environmentalism,1,1,0,M,18-24,>100K,Urban,0,0
Other,Liberal,0,1,0,F,55-64,<100K,Rural,1,0
Christianity,Environmentalism,0,1,1,M,45-54,<100K,Urban,0,0
Christianity,Moderate,1,1,1,F,25-34,<100K,Rural,0,0
Christianity,Environmentalism,0,1,1,M,45-54,<100K,Urban,0,0
Christianity,Moderate,1,1,1,F,55-64,>100K,Urban,0,0
Other,Environmentalism,0,0,1,F,25-34,>100K,Rural,0,0
Christianity,Moderate,1,1,1,F,55-64,<100K,Urban,0,0
Christianity,Communism,0,0,1,F,45-54,>100K,Rural,0,0
Christianity,Communism,1,1,1,M,55-64,>100K,Urban,0,0
Other,Communism,1,1,1,F,55-64,<100K,Urban,1,0
Christianity,Communism,1,1,1,M,55-64,>100K,Urban,0,1
Other,Moderate,1,0,1,M,45-54,>100K,Rural,0,0
Other,Liberal,1,1,1,M,25-34,>100K,Rural,0,0
Christianity,Moderate,1,0,0,F,55-64,<100K,Urban,0,1
Other,Moderate,1,0,1,M,55-64,<100K,Urban,0,0
Christianity,Moderate,0,1,0,F,55-64,<100K,Rural,0,0
Christianity,Moderate,0,0,1,F,45-54,>100K,Urban,0,0
Other,Liberal,0,1,1,M,45-54,<100K,Rural,0,0
Christianity,Communism,1,0,1,F,18-24,>100K,Urban,0,0
Other,Moderate,0,1,1,M,55-64,>100K,Urban,0,0
Other,Moderate,1,1,1,M,55-64,<100K,Urban,0,0
Other,Environmentalism,1,1,1,F,55-64,>100K,Urban,1,0
Other,Moderate,1,1,1,F,45-54,<100K,Rural,0,1
Other,Environmentalism,1,1,1,F,18-24,<100K,Urban,0,0
Other,Environmentalism,1,1,0,M,55-64,<100K,Urban,0,0
Other,Moderate,1,0,0,F,55-64,>100K,Rural,0,0
Christianity,Moderate,1,1,1,M,55-64,>100K,Urban,0,0
Christianity,Conservative,0,0,1,F,55-64,>100K,Urban,0,0
Christianity,Environmentalism,0,1,1,M,55-64,<100K,Urban,0,0
Christianity,Moderate,1,1,0,M,45-54,<100K,Rural,0,0
Other,Conservative,0,1,1,F,25-34,<100K,Urban,0,0
Christianity,Environmentalism,0,0,1,M,25-34,<100K,Urban,0,0
Other,Moderate,1,1,1,M,45-54,<100K,Urban,0,0
Other,Environmentalism,1,1,1,F,55-64,<100K,Rural,0,0
Other,Environmentalism,1,1,1,M,45-54,<100K,Urban,0,0
Christianity,Communism,1,1,0,F,45-54,<100K,Urban,0,0
Other,Moderate,1,0,1,M,55-64,<100K,Urban,0,0
Other,Environmentalism,1,0,1,F,55-64,>100K,Urban,0,0
Christianity,Liberal,1,1,1,F,55-64,<100K,Urban,0,0
Other,Environmentalism,0,1,0,F,45-54,>100K,Urban,0,0
Christianity,Environmentalism,0,1,0,F,55-64,>100K,Urban,1,0
Christianity,Conservative,1,0,0,F,55-64,>100K,Urban,0,1
Christianity,Conservative,0,0,1,M,45-54,<100K,Urban,0,0
Christianity,Communism,1,0,1,F,18-24,>100K,Rural,0,0
Christianity,Moderate,0,0,1,F,55-64,>100K,Urban,0,0
Christianity,Moderate,1,1,1,M,55-64,<100K,Rural,0,0
Other,Environmentalism,1,1,1,M,55-64,>100K,Urban,1,0
Christianity,Moderate,1,0,0,F,45-54,<100K,Urban,0,0
Other,Environmentalism,0,1,1,F,55-64,>100K,Rural,0,0
Other,Conservatism,1,1,1,F,55-64,>100K,Urban,0,0
Other,Moderate,1,1,1,F,55-64,>100K,Rural,1,0
Other,Communism,1,1,1,F,18-24,<100K,Rural,0,0
Other,Environmentalism,1,1,0,F,55-64,<100K,Rural,1,0
Other,Environmentalism,1,1,1,F,45-54,<100K,Rural,0,0
Other,Moderate,1,1,0,M,55-64,>100K,Urban,0,0
Christianity,Moderate,1,1,0,F,55-64,<100K,Rural,0,0
Christianity,Moderate,0,1,1,M,25-34,>100K,Urban,0,0
Christianity,Environmentalism,1,1,0,M,25-34,<100K,Rural,0,0
Christianity,Moderate,1,0,1,F,45-54,>100K,Urban,0,0
Christianity,Conservative,1,1,0,F,55-64,<100K,Urban,0,0
Christianity,Environmentalism,1,0,0,F,45-54,>100K,Urban,0,0
Christianity,Environmentalism,1,1,0,F,25-34,>100K,Urban,0,0
Christianity,Moderate,1,1,0,M,55-64,<100K,Rural,0,0
Other,Environmentalism,1,1,0,M,25-34,<100K,Rural,0,0
Christianity,Environmentalism,0,1,1,F,25-34,<100K,Rural,0,0
Other,Environmentalism,1,1,1,F,45-54,>100K,Rural,0,0
Christianity,Liberal,0,1,0,M,25-34,<100K,Rural,0,0
Other,Environmentalism,1,1,0,M,55-64,>100K,Urban,1,0
Christianity,Environmentalism,1,0,0,M,18-24,<100K,Urban,0,0
Christianity,Environmentalism,1,1,1,F,55-64,<100K,Urban,0,1
Other,Moderate,1,0,0,M,55-64,>100K,Urban,0,1
Christianity,Communism,0,0,0,M,55-64,>100K,Urban,0,0
Christianity,Moderate,1,1,1,F,55-64,<100K,Urban,0,0
Christianity,Communism,1,0,1,F,55-64,>100K,Rural,0,0
Other,Moderate,0,1,0,F,55-64,>100K,Rural,0,1
Christianity,Environmentalism,1,1,0,M,45-54,>100K,Urban,0,0
Other,Moderate,1,0,1,F,25-34,>100K,Rural,0,0
Other,Environmentalism,1,1,1,M,18-24,<100K,Urban,0,0
Other,Environmentalism,1,1,0,M,55-64,<100K,Urban,0,0
Christianity,Environmentalism,1,0,1,F,55-64,>100K,Urban,0,0
Christianity,Communism,1,1,1,F,55-64,<100K,Urban,0,0
Christianity,Conservative,1,1,0,F,45-54,<100K,Urban,0,0
Christianity,Moderate,0,1,1,F,45-54,<100K,Rural,0,0
Other,Moderate,1,1,1,F,55-64,<100K,Urban,0,1
Other,Environmentalism,0,1,0,F,55-64,<100K,Urban,0,0
Other,Liberal,0,0,1,M,55-64,>100K,Rural,0,0
Other,Communism,1,1,1,F,45-54,<100K,Rural,0,0
Other,Moderate,1,0,0,F,25-34,>100K,Rural,0,0
Christianity,Moderate,1,1,0,M,55-64,>100K,Urban,1,0
Other,Conservative,0,0,1,F,25-34,>100K,Rural,0,0
Other,Communism,0,1,0,M,55-64,>100K,Urban,0,0
Christianity,Moderate,0,1,1,F,55-64,>100K,Rural,0,0
Christianity,Moderate,0,0,1,F,45-54,<100K,Urban,0,0
Christianity,Conservative,1,0,0,M,55-64,<100K,Urban,0,0
Christianity,Conservatism,1,1,1,M,55-64,>100K,Urban,0,0
Other,Conservative,1,1,0,M,25-34,<100K,Urban,0,1
Christianity,Communism,1,0,0,F,55-64,>100K,Urban,0,0
Other,Moderate,1,0,0,F,55-64,>100K,Urban,0,0
Christianity,Communism,1,0,0,F,55-64,<100K,Urban,0,0
Other,Environmentalism,0,1,1,M,55-64,>100K,Urban,1,0
Christianity,Communism,1,1,1,M,55-64,<100K,Urban,1,1
Christianity,Moderate,1,0,1,M,55-64,<100K,Rural,0,0
Christianity,Environmentalism,1,1,1,F,18-24,>100K,Urban,0,0
Other,Communism,1,1,1,F,55-64,>100K,Rural,0,0
Christianity,Liberalism,1,0,1,F,18-24,<100K,Urban,0,0
Other,Environmentalism,1,0,0,M,55-64,>100K,Urban,0,0
Christianity,Conservative,1,0,1,F,55-64,<100K,Rural,0,0
Other,Environmentalism,0,1,1,M,45-54,<100K,Urban,0,0
Christianity,Environmentalism,1,0,0,F,45-54,<100K,Urban,0,0
Christianity,Liberalism,1,1,1,F,55-64,<100K,Urban,0,0
Other,Communism,1,1,0,F,55-64,>100K,Rural,0,1
Christianity,Conservatism,1,1,1,F,55-64,>100K,Urban,1,0
Other,Communism,1,0,1,F,25-34,<100K,Urban,0,0
Other,Environmentalism,1,1,0,F,55-64,>100K,Rural,0,0
Christianity,Environmentalism,1,0,1,M,55-64,<100K,Rural,0,1
Christianity,Environmentalism,0,1,1,F,55-64,>100K,Urban,0,0
Other,Communism,0,0,1,F,55-64,<100K,Rural,0,0
Other,Environmentalism,1,1,1,F,25-34,<100K,Urban,0,0
Other,Environmentalism,1,1,1,F,45-54,<100K,Rural,0,0
Christianity,Environmentalism,1,1,0,F,55-64,>100K,Urban,0,0
Other,Conservatism,0,1,0,M,45-54,>100K,Rural,0,0
Other,Moderate,1,0,1,M,55-64,>100K,Urban,0,0
Other,Conservative,1,1,1,F,45-54,<100K,Urban,0,0
Other,Moderate,0,0,1,M,55-64,>100K,Urban,0,0
Other,Environmentalism,0,0,1,F,55-64,<100K,Rural,0,0
Christianity,Moderate,1,1,1,F,55-64,>100K,Urban,0,0
Christianity,Moderate,1,1,1,F,55-64,<100K,Rural,0,0
Other,Environmentalism,0,0,0,F,55-64,<100K,Urban,0,0
Christianity,Environmentalism,1,0,1,F,55-64,<100K,Urban,0,0
Christianity,Environmentalism,0,0,0,F,55-64,>100K,Urban,0,0
Christianity,Environmentalism,0,1,1,M,55-64,<100K,Rural,0,1
Christianity,Conservative,1,1,1,F,45-54,>100K,Rural,0,0
Christianity,Environmentalism,1,1,1,F,25-34,<100K,Urban,0,0
Other,Moderate,0,1,1,F,55-64,>100K,Urban,0,0
Other,Conservative,1,1,1,M,55-64,<100K,Rural,0,1
Other,Conservative,1,0,1,M,45-54,>100K,Urban,0,0
Other,Environmentalism,1,0,0,F,45-54,<100K,Urban,0,0
Christianity,Environmentalism,1,1,0,F,55-64,<100K,Urban,0,0
Christianity,Moderate,1,1,1,F,45-54,>100K,Urban,1,0
Christianity,Communism,1,1,1,F,55-64,>100K,Urban,0,0
Other,Conservative,0,0,1,F,25-34,>100K,Rural,0,0
Christianity,Moderate,0,1,1,M,55-64,>100K,Urban,0,0
Other,Communism,1,1,0,F,55-64,<100K,Urban,0,0
Other,Conservative,1,1,1,F,45-54,<100K,Urban,0,0
Christianity,Conservative,1,1,0,F,55-64,<100K,Urban,0,0
Christianity,Conservative,1,1,1,M,55-64,>100K,Urban,0,0
Christianity,Liberalism,1,1,0,F,55-64,<100K,Urban,0,1
Other,Conservative,1,0,1,M,55-64,<100K,Urban,0,0
Christianity,Liberalism,0,1,0,F,45-54,<100K,Rural,0,0
Christianity,Moderate,1,1,1,M,55-64,<100K,Rural,1,0
Other,Environmentalism,1,1,1,M,55-64,<100K,Urban,1,0
Christianity,Moderate,1,1,1,M,55-64,>100K,Urban,1,1
Christianity,Liberal,0,1,0,F,55-64,>100K,Rural,0,0
Christianity,Environmentalism,0,0,1,M,45-54,<100K,Urban,0,0
Christianity,Environmentalism,1,1,0,M,55-64,<100K,Rural,1,0
Christianity,Environmentalism,1,1,1,F,25-34,>100K,Rural,0,0
Christianity,Conservative,1,0,1,F,55-64,>100K,Urban,0,0
Christianity,Moderate,0,1,1,F,55-64,>100K,Urban,1,0
Other,Moderate,0,0,1,M,25-34,>100K,Urban,0,0
Other,Moderate,1,1,1,M,25-34,>100K,Rural,0,0
Other,Environmentalism,0,1,1,F,55-64,<100K,Urban,0,0
Christianity,Environmentalism,1,1,0,M,45-54,>100K,Urban,0,0
Other,Environmentalism,1,0,1,M,45-54,>100K,Rural,0,0
Other,Moderate,1,1,0,M,18-24,<100K,Rural,0,0
Christianity,Conservative,0,1,1,F,55-64,<100K,Urban,0,0
Other,Communism,0,1,1,M,55-64,>100K,Rural,0,0
Other,Environmentalism,1,0,1,M,55-64,<100K,Rural,0,0
Other,Environmentalism,1,0,0,M,55-64,<100K,Urban,0,0
Christianity,Environmentalism,1,1,1,M,25-34,>100K,Urban,0,0
Christianity,Communism,0,0,0,F,55-64,<100K,Urban,0,0
Other,Moderate,1,1,1,F,25-34,>100K,Rural,0,0
Christianity,Communism,1,1,0,F,25-34,<100K,Urban,0,0
Christianity,Conservative,0,1,0,M,55-64,>100K,Urban,0,0
Christianity,Moderate,1,0,1,M,25-34,<100K,Urban,0,0
Other,Moderate,1,0,1,F,55-64,<100K,Urban,0,0
Christianity,Moderate,1,1,1,F,45-54,>100K,Urban,0,0
Christianity,Conservative,1,1,1,F,18-24,<100K,Rural,0,0
Christianity,Environmentalism,1,0,1,F,55-64,>100K,Urban,1,0
Other,Conservative,1,0,0,F,55-64,>100K,Rural,0,1
Other,Environmentalism,1,1,0,F,45-54,>100K,Rural,0,0
Other,Communism,0,0,1,M,55-64,>100K,Urban,0,0
Christianity,Communism,1,1,1,M,25-34,<100K,Rural,1,0
Other,Conservative,1,1,1,M,55-64,<100K,Rural,0,0
Christianity,Environmentalism,1,0,0,F,55-64,<100K,Urban,0,0
Christianity,Moderate,1,1,1,F,18-24,<100K,Rural,0,0
Christianity,Moderate,0,1,0,M,45-54,>100K,Urban,0,0
Other,Communism,1,0,0,F,25-34,>100K,Urban,0,0
Other,Environmentalism,1,1,1,F,45-54,>100K,Urban,0,1
Christianity,Conservative,0,1,1,M,45-54,<100K,Rural,0,0
Christianity,Liberalism,1,1,1,M,45-54,>100K,Urban,0,0
Other,Conservatism,0,1,1,M,55-64,>100K,Urban,1,0
Christianity,Moderate,0,1,1,M,25-34,>100K,Rural,0,0
Other,Moderate,1,0,1,F,55-64,>100K,Urban,0,0
Other,Communism,1,0,1,F,45-54,<100K,Rural,0,0
Other,Moderate,1,1,1,M,45-54,>100K,Urban,0,0
Other,Environmentalism,0,1,0,F,55-64,<100K,Urban,0,0
Christianity,Moderate,0,1,1,F,55-64,<100K,Urban,1,0
Christianity,Environmentalism,1,1,1,M,55-64,<100K,Rural,0,0
Christianity,Communism,1,1,0,F,55-64,>100K,Urban,0,0
Other,Environmentalism,0,0,1,F,55-64,>100K,Urban,0,0
Christianity,Communism,0,1,1,F,45-54,<100K,Rural,0,0
Christianity,Conservatism,1,1,1,F,45-54,<100K,Urban,1,0
Other,Moderate,0,1,1,M,25-34,>100K,Urban,0,0
Christianity,Environmentalism,1,0,0,M,55-64,>100K,Urban,0,0
Other,Moderate,0,1,0,F,45-54,<100K,Rural,0,0
Christianity,Conservative,0,1,1,M,45-54,>100K,Urban,0,0
Other,Moderate,1,1,1,F,25-34,<100K,Rural,0,0
Other,Moderate,1,1,0,F,55-64,>100K,Urban,0,0
Other,Environmentalism,0,1,1,M,45-54,>100K,Urban,0,0
Other,Communism,1,1,1,F,55-64,<100K,Rural,0,0
Other,Communism,0,1,0,M,55-64,>100K,Rural,0,1
Other,Communism,1,1,1,F,55-64,<100K,Rural,0,0
Christianity,Environmentalism,0,1,0,M,55-64,>100K,Rural,0,0
Christianity,Environmentalism,1,0,1,F,55-64,>100K,Urban,0,0
Christianity,Liberalism,1,1,1,M,55-64,<100K,Rural,0,0
Christianity,Environmentalism,0,1,0,F,55-64,<100K,Rural,0,0
Christianity,Conservative,1,1,1,M,55-64,<100K,Urban,0,0
Other,Moderate,1,0,1,F,45-54,<100K,Urban,0,0
Other,Communism,0,1,1,F,45-54,>100K,Urban,0,0
Christianity,Environmentalism,1,0,1,M,55-64,>100K,Rural,0,0
Christianity,Environmentalism,1,0,1,M,18-24,<100K,Rural,0,0
Other,Moderate,1,0,1,M,55-64,<100K,Rural,0,0
Christianity,Conservatism,1,1,1,M,55-64,<100K,Rural,1,1
Christianity,Environmentalism,1,1,1,M,55-64,<100K,Urban,0,0
Christianity,Moderate,1,1,1,F,45-54,<100K,Urban,0,0
Other,Communism,0,1,0,F,55-64,<100K,Rural,0,0
Christianity,Conservative,1,0,1,F,18-24,<100K,Urban,0,0
Other,Communism,1,1,0,F,25-34,>100K,Rural,0,0
Christianity,Communism,1,1,0,F,45-54,>100K,Urban,0,0
Christianity,Communism,1,1,0,F,55-64,>100K,Urban,0,0
Other,Environmentalism,1,0,1,F,55-64,<100K,Rural,0,0
Other,Communism,1,0,1,M,55-64,<100K,Rural,1,0
Other,Environmentalism,1,1,0,F,55-64,<100K,Urban,0,0
Christianity,Environmentalism,1,1,0,M,55-64,>100K,Rural,0,0
Other,Communism,0,0,0,F,45-54,<100K,Rural,0,0
Christianity,Environmentalism,0,0,0,M,55-64,<100K,Urban,0,0
Christianity,Environmentalism,1,1,0,M,55-64,<100K,Urban,0,1
Christianity,Conservatism,1,0,0,M,55-64,<100K,Rural,0,0
Other,Environmentalism,1,0,1,M,18-24,>100K,Urban,0,0
Other,Environmentalism,0,1,1,F,18-24,>100K,Urban,0,0
Other,Environmentalism,0,0,1,M,55-64,<100K,Urban,0,0
Christianity,Moderate,1,1,1,M,18-24,<100K,Urban,0,0
Other,Environmentalism,1,1,1,F,18-24,>100K,Urban,0,0
Other,Environmentalism,0,1,1,M,55-64,>100K,Rural,0,0
Christianity,Environmentalism,1,0,0,F,55-64,<100K,Urban,1,0
Christianity,Environmentalism,1,1,0,M,18-24,<100K,Urban,0,0
Other,Environmentalism,0,0,0,M,55-64,<100K,Urban,0,0
Christianity,Moderate,0,0,0,M,55-64,<100K,Urban,0,0
Christianity,Conservative,1,1,1,F,55-64,<100K,Urban,0,0
Other,Environmentalism,1,0,1,M,55-64,>100K,Rural,0,0
Christianity,Environmentalism,0,1,0,M,45-54,<100K,Urban,0,0
Christianity,Environmentalism,0,1,0,M,25-34,>100K,Urban,0,0
Christianity,Environmentalism,1,1,1,F,25-34,<100K,Urban,0,0
Christianity,Liberal,1,1,1,M,45-54,<100K,Urban,0,0
Christianity,Environmentalism,0,0,1,M,45-54,>100K,Urban,0,0
Other,Communism,0,1,0,F,55-64,>100K,Urban,0,0
Christianity,Environmentalism,1,0,1,M,45-54,>100K,Rural,0,0
Christianity,Environmentalism,1,0,1,F,55-64,>100K,Urban,0,0
Christianity,Communism,0,1,0,F,25-34,>100K,Urban,0,0
Christianity,Moderate,1,1,0,F,55-64,<100K,Rural,0,1
Other,Environmentalism,0,1,1,F,55-64,<100K,Rural,0,0
Other,Liberal,1,1,1,F,55-64,<100K,Rural,0,0
Christianity,Environmentalism,0,0,1,M,45-54,<100K,Urban,0,0
Christianity,Communism,1,1,1,F,55-64,>100K,Rural,0,0
Other,Environmentalism,0,1,1,F,45-54,>100K,Urban,0,0
Christianity,Moderate,0,1,1,F,25-34,>100K,Urban,1,0
Other,Environmentalism,0,1,1,M,45-54,>100K,Rural,0,0
Other,Moderate,1,1,1,F,45-54,<100K,Urban,0,0
Other,Conservative,1,1,0,F,18-24,<100K,Rural,0,0
Other,Environmentalism,1,0,1,F,55-64,>100K,Urban,0,0
Other,Conservatism,1,0,0,F,45-54,<100K,Urban,0,0
Other,Conservative,1,1,1,M,55-64,<100K,Urban,0,0
Christianity,Communism,1,0,1,M,45-54,>100K,Urban,0,0
Christianity,Environmentalism,1,0,0,F,55-64,>100K,Rural,0,0
Other,Moderate,0,0,1,F,25-34,<100K,Rural,0,0
Other,Moderate,0,1,1,M,55-64,<100K,Urban,0,0
